@relation 80dim

@attribute dim1 numeric
@attribute dim2 numeric
@attribute dim3 numeric
@attribute dim4 numeric
@attribute dim5 numeric
@attribute dim6 numeric
@attribute dim7 numeric
@attribute dim8 numeric
@attribute dim9 numeric
@attribute dim10 numeric
@attribute dim11 numeric
@attribute dim12 numeric
@attribute dim13 numeric
@attribute dim14 numeric
@attribute dim15 numeric
@attribute dim16 numeric
@attribute dim17 numeric
@attribute dim18 numeric
@attribute dim19 numeric
@attribute dim20 numeric
@attribute dim21 numeric
@attribute dim22 numeric
@attribute dim23 numeric
@attribute dim24 numeric
@attribute dim25 numeric
@attribute dim26 numeric
@attribute dim27 numeric
@attribute dim28 numeric
@attribute dim29 numeric
@attribute dim30 numeric
@attribute dim31 numeric
@attribute dim32 numeric
@attribute dim33 numeric
@attribute dim34 numeric
@attribute dim35 numeric
@attribute dim36 numeric
@attribute dim37 numeric
@attribute dim38 numeric
@attribute dim39 numeric
@attribute dim40 numeric
@attribute dim41 numeric
@attribute dim42 numeric
@attribute dim43 numeric
@attribute dim44 numeric
@attribute dim45 numeric
@attribute dim46 numeric
@attribute dim47 numeric
@attribute dim48 numeric
@attribute dim49 numeric
@attribute dim50 numeric
@attribute dim51 numeric
@attribute dim52 numeric
@attribute dim53 numeric
@attribute dim54 numeric
@attribute dim55 numeric
@attribute dim56 numeric
@attribute dim57 numeric
@attribute dim58 numeric
@attribute dim59 numeric
@attribute dim60 numeric
@attribute dim61 numeric
@attribute dim62 numeric
@attribute dim63 numeric
@attribute dim64 numeric
@attribute dim65 numeric
@attribute dim66 numeric
@attribute dim67 numeric
@attribute dim68 numeric
@attribute dim69 numeric
@attribute dim70 numeric
@attribute dim71 numeric
@attribute dim72 numeric
@attribute dim73 numeric
@attribute dim74 numeric
@attribute dim75 numeric
@attribute dim76 numeric
@attribute dim77 numeric
@attribute dim78 numeric
@attribute dim79 numeric
@attribute dim80 numeric
@attribute class1 {1,2}
@attribute class2 {1,2}
@attribute class3 {1,2}
@attribute class4 {1,2}
@attribute class5 {1,2}
@attribute class6 {1,2}
@attribute class7 {1,2}
@attribute class8 {1,2}

@data
53.43007,36.395074,77.090758,39.942879,69.772665,63.595326,83.365717,51.449707,85.384699,77.778743,51.748273,43.919994,76.469101,56.267476,84.160502,90.320237,56.189976,55.223998,69.133628,104.264044,58.254196,53.921704,85.496947,71.400357,109.801792,89.94759,119.145819,103.824792,110.37788,125.197919,36.590639,43.446803,82.926821,95.898106,79.06476,78.211437,81.927723,89.512474,99.42611,92.902847,57.30368,75.970239,59.852989,59.224071,101.28569,90.101018,116.619748,89.162923,109.667075,134.964499,45.778596,58.507488,60.595409,67.517832,79.118032,76.497858,79.426224,94.086701,96.323196,83.307197,77.334234,86.496058,101.073441,104.143148,122.281286,106.031867,109.124046,135.747361,138.047257,116.16504,31.90472,75.097327,89.093717,76.576257,92.869027,95.804183,85.752548,125.470792,131.347578,104.544093,1,1,1,2,1,1,2,1
52.683548,36.12585,77.203613,41.70286,70.30116,66.126743,82.493317,50.173756,85.610451,77.257498,75.165362,58.391179,84.724975,84.241393,91.646188,75.147003,107.326406,116.040163,119.455612,133.973136,58.855829,55.850476,86.833723,71.636164,110.863116,90.077017,119.434058,106.231228,112.570044,126.170614,35.29041,74.730124,59.134188,102.889395,88.066286,90.384321,86.226194,89.024073,124.395664,93.732438,57.11146,74.439117,59.057241,59.626186,101.189029,88.948048,115.862906,87.386943,109.498255,132.887091,44.57006,57.90901,60.171155,67.408034,79.474652,75.788404,79.150993,92.769892,95.800773,82.911634,76.432623,30.482658,62.107844,52.487605,58.097478,87.517027,67.343469,92.287504,51.458091,95.340079,47.450821,50.002829,73.186899,53.139661,90.038624,80.439483,105.823515,118.852375,126.806009,126.098813,1,2,1,1,1,1,1,2
52.916294,36.372277,76.240548,40.775803,71.589073,62.679715,81.521181,51.199449,84.179457,77.265305,75.851068,57.341647,85.714776,83.766968,92.64843,74.855188,106.759238,117.340434,121.870352,133.161686,58.165529,54.345624,85.766602,69.787509,109.273891,88.040784,117.972244,103.237674,109.684403,124.804604,35.242201,72.948511,58.49248,100.925951,86.593899,90.428271,85.204539,86.824566,123.173288,92.636527,58.141401,67.232209,94.337275,87.23913,107.412676,114.461582,97.196113,99.355949,100.909019,102.318783,32.762542,60.399241,54.381078,74.689426,62.147045,65.124917,84.83745,69.285157,86.686141,71.830229,78.954627,86.41463,102.022493,105.165444,123.731267,106.375069,109.942361,137.603424,139.044666,117.709012,30.584329,72.927614,89.75668,79.875384,93.592883,95.579106,84.933042,124.599438,130.262734,104.529335,1,2,1,1,2,2,2,1
52.121434,39.073335,78.143219,41.950748,73.073627,62.740164,82.477878,49.7865,86.153536,77.816775,76.730157,59.87721,84.662417,84.263985,91.62619,76.919821,107.608202,116.953167,120.277807,134.827933,57.920167,53.758808,85.11746,70.270463,109.253843,89.007977,118.888054,103.302468,111.083235,124.453271,36.712919,43.149725,81.29496,93.890722,76.75746,76.811974,81.592298,87.505095,96.47252,91.423197,57.866253,66.962066,94.116883,86.365359,106.061969,112.585438,95.446841,98.421524,101.599308,101.794627,43.56758,56.519901,59.171498,67.181864,78.034064,75.386511,77.914559,92.548973,95.649569,81.969981,77.848717,86.331043,100.315128,103.982042,121.719168,105.926925,109.168598,135.877158,137.748178,117.021689,31.967779,75.071043,90.677079,81.12023,94.208153,96.275409,84.769112,127.052622,132.190013,105.798868,1,2,1,2,2,1,2,1
52.388474,37.577047,75.550863,39.014307,71.821183,61.898814,82.520794,50.426358,84.682559,76.612482,74.833284,56.251639,82.305287,82.686454,92.362246,72.799215,108.079474,117.476464,118.935158,135.652007,59.315119,54.266244,86.505554,71.851641,110.016803,89.922725,118.272856,103.537439,111.565302,125.227258,35.75515,44.616695,81.831629,95.684579,78.827823,75.42841,81.887426,89.779492,97.36496,92.874014,57.536928,74.743186,59.303055,60.377122,102.017678,88.776046,118.730227,86.982266,110.377713,134.927728,44.770231,57.660205,59.630362,67.110369,78.970635,76.022092,78.168675,93.360686,96.091915,83.294121,76.137344,30.62559,62.073226,53.790025,56.540548,87.445901,65.40365,91.899615,48.968229,97.657294,31.907268,73.114138,90.589391,78.494159,92.831975,95.475189,84.343005,125.778149,130.351112,104.743075,1,2,1,2,1,1,1,1
51.684727,36.399432,78.044191,41.726195,71.503206,64.494102,81.184286,47.774832,87.210268,78.614973,76.447329,57.589723,85.905765,81.944554,91.931741,74.814915,107.384658,117.274809,119.980387,133.990226,32.658721,70.706413,65.701671,63.929746,76.094628,88.35153,91.145855,109.267013,111.420162,115.575602,37.593622,44.954147,82.079372,97.327186,78.353199,78.089907,82.76944,90.812606,99.933335,94.454154,56.420567,67.528581,92.085331,84.763596,105.560595,112.751649,95.098619,97.526312,101.115555,102.048577,32.555575,61.144107,55.257444,74.752539,62.329141,65.038969,85.438537,68.623861,85.884593,71.643315,78.345728,85.533538,99.923938,104.563275,122.205738,105.150128,109.430132,135.231913,137.091979,117.84679,48.674901,51.2095,74.903668,52.845266,89.868313,79.639304,107.726519,119.52145,127.141026,128.469917,1,2,2,2,2,2,2,2
54.403722,37.752045,78.377422,42.437258,72.170228,64.769773,81.288999,49.254453,85.985654,77.343472,50.805001,43.087551,74.640731,55.624462,84.06686,91.860317,54.263542,56.387656,68.860367,105.278551,33.312189,70.634111,66.492686,65.529305,75.938178,90.883985,92.062776,110.596927,111.007038,115.250823,35.152174,75.046361,57.964396,102.049123,86.965638,90.444565,85.248989,88.182154,122.509244,94.709249,58.14482,74.013915,58.785813,59.271704,100.377638,89.648404,116.519394,86.796665,110.175639,133.055785,41.744138,54.9085,57.242218,64.340215,76.586865,73.242199,75.84347,90.227718,93.495971,79.979578,75.601185,84.743477,97.985959,101.069113,119.127219,103.541072,108.09927,134.3045,135.675519,115.199475,49.022921,49.863149,74.731859,54.095144,91.054879,81.327131,106.73863,118.104688,126.228731,127.978455,1,1,2,1,1,1,2,2
52.52179,38.223957,76.759831,40.793407,72.494217,63.715107,83.038229,49.868564,85.71068,77.442957,50.877819,44.243897,75.7579,56.917671,84.567992,91.201373,57.578444,58.113006,67.154963,105.456885,59.66881,56.050414,85.816125,71.757551,111.341504,90.829183,121.885314,105.335331,112.468868,126.552425,35.78206,43.759344,81.722942,94.965018,76.75736,74.481299,80.233966,89.33168,97.83399,92.554654,58.061626,75.451276,58.916547,60.25922,101.514246,89.384099,117.267503,87.9167,110.196344,133.847728,31.143935,59.191572,53.151333,73.582097,60.486694,62.657901,83.691605,67.467203,84.645042,69.903341,76.023865,28.697867,61.437696,53.28056,57.427736,86.560909,64.708488,91.787394,51.281059,99.038917,47.791786,50.616732,74.689805,51.400028,89.648792,78.961163,106.472889,119.258608,127.477886,126.799667,1,1,1,2,1,2,1,2
53.537093,36.407483,78.207747,43.257377,72.665345,62.448954,82.731404,50.410718,84.765837,76.984737,76.920448,56.963808,85.007291,82.915005,89.657203,74.11046,106.911802,116.165173,118.902438,133.523907,58.817144,54.452733,85.79806,71.662158,110.477509,90.371328,118.843378,104.942718,111.164225,126.799511,34.567513,72.332993,57.954522,100.554753,85.930936,89.787379,83.345733,87.357126,122.703801,91.509626,57.202481,66.622996,92.551726,86.345307,106.07355,111.669425,94.927741,98.145684,100.143408,102.035227,43.441243,56.584959,57.833277,66.078282,77.0703,74.283514,77.272188,90.941909,94.030001,81.412751,75.576882,29.561633,62.376476,48.616047,57.842085,87.390065,65.102079,90.366559,51.682379,95.490559,49.009405,49.820884,74.04079,52.217626,89.563262,78.342095,108.135137,119.292266,126.907283,128.957016,1,2,1,1,2,1,1,2
52.927706,37.681058,75.85372,39.747609,71.186683,63.301318,81.960961,47.981456,84.619164,78.868137,53.150849,44.363073,75.811827,55.096013,84.618104,91.252945,56.094035,54.357208,69.092289,104.948705,32.840824,69.398677,66.857465,63.857005,76.643853,88.909495,91.030184,110.210501,111.271389,115.61711,37.290086,44.773772,83.309291,96.186294,78.175887,79.497886,82.384305,90.898913,99.598896,93.730207,56.979254,76.083558,59.060709,58.898952,101.074213,90.124772,117.258714,87.545732,110.339991,135.395797,34.545714,61.870654,55.869653,76.180559,63.537175,66.727638,86.576102,70.681355,87.835745,74.035661,78.184027,85.680979,100.007564,103.293911,121.648164,105.860593,109.537225,135.035727,135.914515,116.831272,48.822134,50.583988,74.988179,53.782803,89.555897,80.482338,107.666702,118.803292,125.840236,127.995187,1,1,2,2,1,2,2,2
53.035021,36.26834,77.635413,40.370619,71.668775,62.312534,82.63701,48.543125,85.376091,76.352213,75.972681,58.156417,84.025816,82.100819,90.629799,72.894332,107.372372,117.251727,118.263193,133.004964,32.820763,69.435765,66.150428,64.677038,76.642728,89.089038,91.378457,110.576138,109.002261,114.863351,35.050017,74.838715,59.355204,101.125805,86.252389,91.665847,86.99586,89.074998,123.631062,94.207459,56.546477,67.40785,93.166629,85.556486,105.048527,111.883359,96.13824,97.786513,101.27975,100.331942,44.416328,57.839621,59.739878,67.254256,79.132897,76.398629,78.422724,93.960534,96.21149,83.077554,80.247374,88.197053,102.678402,105.573188,123.911268,107.548642,111.125056,137.648882,138.843203,119.475381,47.498673,49.350542,73.719871,51.352526,89.097792,78.200661,105.027433,118.599305,126.521062,126.207251,1,2,2,1,2,1,2,2
51.831368,35.936837,78.761454,39.994131,70.929447,62.729378,81.712877,49.371987,82.652705,76.735882,76.150602,58.234593,85.115989,82.369594,91.995517,75.479479,109.284594,117.630833,120.969011,134.15924,58.403584,54.644197,86.319252,70.260049,110.106638,89.836446,119.533483,104.418493,111.575274,124.853573,34.40629,74.451252,58.213709,101.115125,86.295824,90.543661,85.446861,87.958628,123.337062,93.327821,59.27885,74.74476,59.873127,61.322974,99.364475,89.655303,116.063878,88.734762,109.993031,135.250726,42.709069,56.609222,58.341076,65.876134,77.783969,74.722297,77.087242,91.586135,94.839182,80.758881,74.734623,29.706855,62.354833,51.40287,57.576517,86.704386,64.679263,91.185039,51.020937,96.788558,48.138404,50.83359,74.281734,53.572835,90.829498,79.691016,105.974901,119.460156,126.854222,127.698962,1,2,1,1,1,1,1,2
52.779593,37.173748,78.196899,39.212207,71.923239,64.003953,81.972112,49.426451,83.984051,77.182586,76.736438,59.27656,83.71293,84.704964,91.87354,77.622686,109.338835,117.589538,120.481619,134.810574,60.035139,55.320376,87.895917,72.772809,111.103937,90.469279,119.76924,104.940878,112.6013,126.72804,35.203982,73.943538,57.29777,100.715171,86.242693,89.294435,85.494877,87.085929,123.381381,91.561451,58.462157,74.652611,59.934289,59.78287,99.9144,88.635205,117.495095,89.244596,112.402917,134.239922,43.637284,56.002765,58.511492,66.068886,77.870856,75.269899,77.252647,91.355199,94.934982,81.526637,77.402573,85.906649,99.963444,103.248898,120.020363,104.713159,109.106687,135.405289,136.453686,117.18056,30.428002,74.64255,89.350048,78.447312,93.871842,96.072043,83.970129,125.78361,130.520936,104.236147,1,2,1,1,1,1,2,1
54.449756,37.392648,77.3095,41.802777,73.018846,63.139532,80.553299,49.781695,84.498153,78.133896,52.835038,45.519771,77.058169,54.513242,82.842642,90.351457,56.596068,55.498483,65.536822,104.259472,60.425583,57.941193,86.301531,72.57613,111.649949,91.318657,120.65262,105.968684,113.426025,127.137544,34.957838,73.253746,58.091129,100.646419,84.854537,88.498228,84.10731,85.529841,122.356233,91.652077,56.381288,67.683218,92.153997,85.23452,105.734588,111.679605,95.08828,98.00104,102.01303,101.659876,43.994385,57.46747,59.607373,66.801979,78.685246,75.548425,77.769976,92.320803,95.975016,81.731936,78.56192,86.511492,101.186813,105.156713,123.175674,107.3621,110.003644,136.883704,138.255407,118.503698,31.354002,73.889232,89.509554,78.796845,93.034,95.559275,84.960402,124.225725,131.5199,104.390916,1,1,1,1,2,1,2,1
53.833916,35.676622,77.418824,40.777943,72.903019,64.763633,83.433375,49.427157,85.119025,76.960128,75.593667,57.39119,83.583902,82.463488,90.823256,72.558326,105.912627,117.399924,119.760851,132.109093,57.849202,55.596406,84.796762,71.236502,110.175346,90.147915,118.740181,103.823477,111.355711,125.67193,35.846856,44.96224,82.283026,95.100305,78.008308,78.452371,81.335121,90.576949,99.155188,94.365569,60.059716,75.147032,59.898692,61.47729,101.956366,89.332229,117.200537,90.21862,112.27388,136.310913,43.013134,55.776584,58.178799,65.47833,77.41211,74.640141,77.071519,91.458816,93.81247,80.413398,77.975161,86.581383,101.434124,105.013377,122.588713,106.075731,109.861722,136.043109,136.752914,117.089374,49.473704,50.63652,75.705214,52.811634,89.499483,79.390625,107.795014,119.847224,128.495513,127.702751,1,2,1,2,1,1,2,2
52.75091,34.95246,75.474174,38.194669,74.017181,62.846688,82.098644,49.985861,82.983339,78.048018,76.191087,58.247812,83.061545,82.022742,91.59018,74.154892,107.301009,116.772919,118.466914,134.331299,33.584656,70.258206,67.11836,63.66756,76.299169,89.326641,91.650414,110.291816,111.19646,115.875963,35.37715,75.05587,58.079267,101.085893,87.603052,92.2379,84.453588,88.552219,123.482673,93.241192,56.2289,68.449988,93.355439,86.409364,105.383594,113.194257,95.275614,97.643325,102.537363,102.164695,45.014244,57.972098,59.345488,66.951344,78.812614,75.74242,78.771404,93.157871,95.891824,82.605733,75.670889,30.852803,63.921913,51.783271,57.597545,88.614519,63.554197,92.481964,50.874932,96.986058,47.913001,51.316169,74.536573,51.70394,90.146958,77.948293,106.003312,118.408641,127.33609,127.94788,1,2,2,1,2,1,1,2
51.912438,36.474615,78.375558,39.702449,71.369533,63.806061,84.472451,50.834484,85.524726,76.949078,76.708987,58.793778,86.695632,83.806988,89.33794,74.958572,107.28911,118.306804,119.447994,135.776427,32.400174,69.388392,65.82059,63.074634,75.846626,88.707975,90.527135,109.445189,110.201687,115.71225,33.616566,72.629967,57.095901,100.218945,87.568059,89.488778,84.878941,87.689034,121.640414,92.346453,57.815445,73.956426,58.481638,58.548633,99.236059,89.180735,116.582612,88.455694,108.327458,133.530052,43.970624,56.925364,58.779923,66.380844,78.04041,75.658934,77.512665,92.183385,94.834864,82.302444,74.384214,31.84121,61.299025,51.78845,58.111145,86.788398,66.450047,91.971755,51.866949,95.560934,30.784676,73.844212,89.639464,78.721167,91.802264,96.757973,85.083814,126.54342,130.450217,103.435349,1,2,2,1,1,1,1,1
53.277005,36.108688,78.480061,41.560836,72.049152,63.758605,83.111497,49.011306,83.295267,77.154644,52.627568,45.307058,77.226508,52.366441,84.52065,90.759605,56.259079,55.98988,69.498804,105.296556,58.587683,54.833964,85.653052,72.051928,109.801285,90.726365,119.912172,103.619473,111.061954,125.454722,33.635731,73.746791,58.063237,100.142404,86.168943,89.798004,84.268,87.597421,122.07138,92.24194,54.153955,66.71434,90.985299,84.142595,104.787028,112.165783,94.823221,96.856605,99.710843,100.957064,32.760318,62.06183,55.106841,74.73226,62.87233,65.646869,85.091545,69.910407,86.622994,72.09626,76.913305,85.734568,99.79327,102.752691,121.708974,104.543926,107.947958,135.569421,136.019151,115.385202,31.500093,75.40014,90.027973,81.025153,94.063661,95.964484,85.244,126.017124,130.416226,105.565434,1,1,1,1,2,2,2,1
