@relation 20dim

@attribute dim1 numeric
@attribute dim2 numeric
@attribute dim3 numeric
@attribute dim4 numeric
@attribute dim5 numeric
@attribute dim6 numeric
@attribute dim7 numeric
@attribute dim8 numeric
@attribute dim9 numeric
@attribute dim10 numeric
@attribute dim11 numeric
@attribute dim12 numeric
@attribute dim13 numeric
@attribute dim14 numeric
@attribute dim15 numeric
@attribute dim16 numeric
@attribute dim17 numeric
@attribute dim18 numeric
@attribute dim19 numeric
@attribute dim20 numeric
@attribute class1 {1,2}
@attribute class2 {1,2}

@data
73.446733,79.405689,90.620045,121.168626,106.594337,98.873468,115.677357,141.873189,128.260776,150.492978,53.671695,74.284312,67.420544,87.523541,95.053886,113.190845,120.631042,120.329578,121.631424,109.410043,1,2
73.400055,78.768977,89.873555,119.63202,105.752969,100.275526,115.453015,142.37126,128.431291,150.939688,55.914042,75.818076,69.773979,89.739959,96.697205,113.980025,120.955627,121.013133,123.35908,111.450381,1,2
73.168686,78.306274,91.448229,120.653168,107.080254,99.440916,115.915294,142.491186,127.546143,152.093465,53.994267,74.780824,67.527903,88.581187,95.589491,111.796287,120.642929,120.761482,120.886204,109.763971,1,2
72.708918,79.116984,89.685252,120.537238,106.899514,98.58529,115.274696,140.567584,128.31912,150.080169,77.373128,102.136743,91.85061,102.110476,101.248613,128.933756,132.369372,120.800004,115.700678,126.620443,1,1
73.559141,80.097713,91.835985,121.538546,106.833385,98.736957,114.934176,142.490083,128.5825,151.295632,77.324234,102.475071,93.223966,103.368578,100.443887,127.988554,132.342834,122.875202,115.856309,126.833059,1,1
72.201248,77.509957,89.689496,119.032955,105.977248,98.089049,115.078879,140.068311,127.183531,150.303984,79.38114,103.59413,93.91874,104.869167,101.652274,129.307031,132.626889,123.140601,117.661403,127.197861,1,1
75.645242,79.387646,92.032306,121.173664,106.1961,99.305235,115.313273,141.880116,127.498407,152.267574,54.604396,75.41506,68.231952,87.568149,95.652599,112.94271,120.986895,121.495165,121.848357,110.010758,1,2
74.968252,78.276513,89.92341,119.719814,106.305501,98.936342,115.475046,141.201024,128.152722,151.074215,78.636746,103.54097,94.157493,104.803,101.51646,129.160274,133.659625,122.339923,116.854481,129.160379,1,1
74.953141,78.408456,89.907327,119.739429,105.177151,98.321842,115.970163,140.745747,127.779739,150.066495,79.54839,104.189386,93.921924,103.801553,101.240005,129.313684,132.930237,122.138808,117.729699,128.457521,1,1
74.472289,78.020145,90.429359,120.884234,105.11826,98.983719,114.279868,140.17032,126.51772,149.045523,78.845447,102.743874,93.016229,104.497232,100.581615,128.727933,132.350953,122.237045,115.968904,127.285506,1,1
72.153942,78.132947,91.245495,120.409653,105.626037,99.661977,115.176877,141.773661,128.439709,150.496739,54.496807,75.701541,68.903907,89.43981,97.182389,114.161132,121.479232,121.593307,121.963786,111.555788,1,2
71.374436,77.926971,89.000836,118.916317,105.120505,98.613288,113.393374,140.499051,127.262326,149.903706,80.363616,103.848859,95.225238,104.358518,102.052639,130.541684,134.278584,123.80303,118.735705,128.425255,1,1
74.128742,77.04079,90.352947,119.379002,105.050354,98.102767,114.244647,141.047166,127.481342,148.727953,54.966777,75.152122,67.953074,89.592502,96.175945,113.442451,121.391712,121.05941,122.789593,111.76313,1,2
74.814114,80.656406,90.360287,122.300983,105.793408,99.356733,114.874188,141.699419,127.924983,151.241857,54.32452,74.287575,68.288504,88.637157,95.553404,112.800949,119.839148,120.443469,122.104598,111.207751,1,2
74.990405,79.479139,91.936828,120.678833,107.248947,100.339963,115.375049,141.899653,128.683369,151.266069,53.066494,72.418534,67.317267,87.511411,94.950804,111.640673,119.725113,120.247775,120.742044,109.45299,1,2
74.332244,80.016396,90.575552,120.260058,108.045297,99.01968,115.21303,142.060913,129.604531,151.978406,81.281802,105.3134,94.80719,105.784962,103.107009,130.750322,134.874994,124.863558,118.888104,128.826586,1,1
73.524896,79.069811,91.284407,121.103208,106.069945,98.177927,116.297722,141.897949,126.535305,151.941225,54.338638,74.927565,67.895857,88.887641,95.583479,112.438714,120.735892,120.763544,121.745602,110.592291,1,2
73.515583,79.596301,90.263323,120.003963,106.696938,98.369583,116.651214,142.825595,127.406208,150.318665,79.530639,106.526648,96.067199,106.362143,103.644267,131.824961,134.612063,124.074258,119.53327,130.629227,1,1
75.621534,79.118156,92.409467,121.755934,107.05462,100.321182,115.408216,140.86884,128.632633,151.427203,53.684887,74.114317,67.653344,88.75359,95.948674,112.780654,120.559675,119.872456,120.262091,108.88893,1,2
74.629092,79.526033,91.48101,120.876081,105.979622,100.595799,116.065815,143.840785,129.823189,151.19618,80.045454,103.628652,94.202699,104.966501,101.684348,128.053812,133.410984,123.145079,117.451734,128.09954,1,1
74.411195,78.608367,90.384281,119.182441,105.570424,98.200437,115.107487,142.821936,129.477857,151.652175,55.836118,76.03199,70.29079,89.934243,96.684903,114.298941,121.799724,121.269344,123.002537,111.995319,1,2
74.290837,78.833167,89.93991,119.343618,107.138642,98.63672,116.039052,139.757507,128.752901,149.736045,79.718165,103.707129,93.316319,104.355419,101.753756,129.110506,133.670297,122.898859,118.141401,127.88895,1,1
73.200575,78.181532,90.845521,119.101012,104.368241,96.936189,114.987079,141.003904,126.77523,149.699232,80.064976,105.132629,93.501969,105.340408,102.440429,129.528497,133.91152,124.130933,117.420612,128.276328,1,1
72.787443,79.009969,90.100866,120.139506,106.518109,98.994998,115.672794,140.855747,128.243125,150.584373,52.816619,72.722528,66.133611,87.182317,94.544604,110.47458,118.799884,118.278706,120.641531,108.8984,1,2
73.291288,79.240006,91.836212,122.351797,106.230912,99.21732,114.73093,142.010949,129.3327,150.802937,77.761398,102.973913,93.059919,104.414021,101.116816,128.499631,132.597195,122.228448,116.974232,128.633908,1,1
72.402493,77.423409,88.995184,117.485353,105.441472,97.467161,113.277924,139.575193,126.091579,148.17824,54.111989,73.82934,66.56018,87.720052,95.364053,112.110926,119.409901,119.574134,120.606118,108.529448,1,2
75.033073,79.699455,90.802214,121.554958,106.728514,100.235912,115.750762,140.552988,128.807748,151.213276,78.598281,102.589825,92.408343,103.957834,100.750321,128.176922,131.801352,121.601346,116.948947,126.602088,1,1
72.669184,76.822771,90.007932,118.927119,104.987512,96.443106,114.294439,141.734518,127.050508,149.979895,79.425367,104.086997,93.07343,104.910893,101.450052,129.393792,133.225234,122.678966,117.829668,128.400843,1,1
74.541059,79.663054,91.864176,121.974017,106.196613,100.39804,114.826978,141.475463,127.745335,151.091896,78.550829,103.459076,94.333489,105.877196,103.308382,129.583335,133.139786,123.274114,118.605903,128.884834,1,1
73.623986,78.347014,91.108924,121.460389,106.365342,99.106046,115.310697,140.757222,126.847275,151.494422,52.951393,73.276073,66.833004,87.40254,94.612383,112.696628,120.149406,119.104516,120.358451,109.220299,1,2
74.310852,80.954458,92.269966,120.526411,107.226541,98.450262,115.710638,141.68902,127.935925,151.646104,79.620433,104.200623,93.695313,105.428637,101.913512,129.192037,134.430828,122.360666,117.185208,126.989804,1,1
73.532033,78.43503,91.212832,122.477031,105.947003,98.410238,114.544137,141.482274,128.647035,150.953047,78.194209,103.174111,93.714174,103.525227,99.573906,128.12882,132.530496,122.947047,116.54677,126.717526,1,1
74.460969,81.642793,91.513904,122.626067,107.876701,99.938078,117.216395,140.554423,129.441128,151.219097,77.89759,102.782944,94.107118,104.336568,101.867177,128.279527,133.179943,123.029106,117.881819,127.371334,1,1
73.877288,78.282681,90.126912,119.324798,105.845903,98.222559,113.935888,141.061695,128.407653,149.914328,78.650936,103.935323,93.678991,104.058593,101.707709,129.021839,133.700159,123.951353,118.268093,127.44779,1,1
73.139653,78.904377,90.756738,119.100007,106.252925,99.173996,115.427857,141.92193,127.693858,151.980298,52.87517,73.925921,68.612356,89.214188,96.52981,113.408665,120.690323,121.319569,121.16118,110.623117,1,2
75.593885,80.067143,90.672057,119.778892,107.989583,99.36912,115.579777,141.98182,127.192786,151.535378,54.172315,75.336149,68.677065,88.288178,96.543988,113.534288,121.284007,121.255059,122.156792,110.669102,1,2
74.085146,78.313617,89.434053,120.884502,105.812466,97.479262,114.44114,141.015548,127.962669,150.948433,53.874776,74.267935,67.565541,87.450823,95.923965,111.066471,119.741161,119.723666,120.40914,109.655322,1,2
72.929555,79.314872,89.771342,119.158929,105.545297,99.090809,113.67572,139.870399,127.707362,149.975782,77.207487,102.300808,92.577035,102.989745,100.286868,127.299798,132.162312,121.57246,116.36434,125.865509,1,1
74.035124,78.613399,90.311768,120.600792,106.760186,99.745816,115.078513,141.080628,128.373503,151.762605,54.25269,74.550074,68.988251,88.44978,95.480394,112.867363,120.062267,121.457746,120.266971,109.668294,1,2
73.307728,79.661202,91.958353,119.446641,106.751841,97.436558,116.214015,140.046568,127.73263,150.833821,54.171016,73.561084,68.488106,88.357572,95.592643,112.78007,121.266488,120.129971,121.383291,110.521706,1,2
73.61761,79.39148,91.398562,120.765215,107.128263,99.749571,116.107069,142.969483,128.398954,151.628761,78.846947,103.785059,93.007288,104.424612,101.555383,129.739418,132.284728,122.986151,116.517018,127.613038,1,1
73.284249,78.511702,89.879487,118.594776,104.90685,98.010688,114.295098,140.539039,127.918479,149.018238,78.343823,101.889973,93.137143,104.654898,100.440526,129.04348,132.498236,122.715894,117.937487,128.07977,1,1
75.106699,79.338977,90.160813,121.066329,105.875769,99.39458,115.567886,142.002243,126.036234,150.752907,78.72896,103.262207,93.836014,103.94537,100.769788,129.297668,133.039013,122.417858,117.124976,127.201111,1,1
73.544425,77.786098,92.332354,121.948476,106.253514,97.803767,114.92451,141.649988,128.860582,151.18812,79.834742,103.114164,94.073687,103.906039,101.815232,129.31919,133.656403,122.68985,116.995937,127.340235,1,1
72.235098,77.095543,91.140816,119.368275,106.055778,97.943265,115.10673,140.006208,126.916771,150.635319,79.708393,103.966636,94.955918,105.386263,102.171825,129.975973,133.880029,124.344975,118.764832,128.429416,1,1
74.221965,80.426994,91.734322,121.501336,106.658446,99.281205,116.288937,142.822482,126.956684,151.426855,78.989251,103.941669,93.786211,104.600282,102.404904,130.001867,134.343974,123.566433,116.743439,128.668681,1,1
72.409445,77.219585,89.832874,118.998108,104.504618,97.123127,113.021208,139.912656,126.713972,149.120862,79.101186,103.245625,93.923318,104.519141,102.329399,129.493829,132.797621,122.931657,116.889243,127.84428,1,1
74.591932,80.095132,90.583603,120.725166,108.148785,100.000864,115.49396,141.937059,126.603223,151.982038,78.555412,103.48226,93.556011,105.200991,101.256808,128.934611,132.751462,122.411224,117.194132,127.506011,1,1
75.111588,80.280278,92.814255,121.340423,108.436197,100.248839,117.362722,141.874276,129.936514,152.350271,53.599103,73.588358,66.881888,88.046072,95.274874,111.691335,119.725828,119.384512,120.552749,110.331279,1,2
73.018291,77.510181,92.382928,119.932641,106.661954,98.551252,114.870335,140.616117,127.993576,149.913348,80.647828,104.236341,95.50336,105.25335,102.980152,131.457595,134.251203,124.442893,118.220553,128.489675,1,1
73.907642,79.295352,91.323237,121.042438,106.870128,99.357321,115.812656,142.429656,128.053261,153.190968,53.833432,74.133233,66.720305,87.63714,95.135456,112.887243,119.491822,118.793099,120.866944,109.36967,1,2
74.511318,77.623491,93.006754,120.944567,104.851529,98.547408,115.064689,140.632898,128.086345,150.659285,53.708345,74.078275,67.200542,88.567128,95.700733,111.867417,120.518811,121.367702,121.683185,111.404204,1,2
73.406477,77.851886,91.291425,120.237478,107.435246,99.285359,115.231366,142.833404,126.922534,150.379086,78.384386,103.268016,93.455583,103.994683,101.228449,130.059723,133.836891,123.240985,117.508887,128.310914,1,1
76.234845,80.031803,91.415935,121.653704,107.26764,101.012465,117.822025,143.348388,129.279108,152.265554,53.450173,74.697812,67.945822,87.494403,95.540704,112.61669,121.006256,120.377078,121.271603,110.379003,1,2
74.143279,79.033741,91.774657,121.886104,106.581649,100.246211,116.688011,140.755071,128.151322,151.130728,78.868407,104.310424,93.834069,104.772107,101.472454,129.665196,133.819584,123.864759,118.519478,128.430199,1,1
74.160638,78.126467,90.531912,119.9431,106.485414,98.63058,113.647456,139.620994,126.259991,151.226147,53.879371,74.103332,68.173288,87.134971,96.005107,112.6199,120.450396,119.785315,121.841786,110.54485,1,2
73.37043,77.979358,88.679073,119.555982,105.906418,98.21017,114.211549,139.501987,126.556955,150.110641,78.903249,102.327103,92.834834,104.018308,101.396678,128.869313,132.182015,122.968064,117.029513,127.525231,1,1
72.925024,79.342953,91.103341,120.987933,104.713451,97.813637,115.585005,140.007547,127.248342,149.579368,79.659534,102.686709,92.597712,104.776656,101.618292,128.81872,131.158268,122.461758,117.318342,126.73183,1,1
74.656843,80.205788,93.297439,120.573998,107.371598,101.320543,115.198693,141.821272,127.926025,151.515973,53.998013,73.351871,68.227006,88.831186,95.058934,112.521657,120.336435,120.683039,120.693884,110.898005,1,2
73.709219,78.178849,90.188663,120.764488,107.230977,98.577509,116.4686,142.045285,128.601239,152.249546,53.412932,74.615282,67.276201,88.499402,95.787852,112.96541,120.804854,120.840767,121.592975,110.687619,1,2
71.744978,77.886908,89.984525,119.86053,106.468868,97.759612,115.711145,141.269785,126.987113,150.417008,53.361553,73.553829,67.469685,88.138274,95.59112,111.336971,120.414581,119.925934,120.501495,110.076747,1,2
76.474705,78.916523,91.270091,122.193017,107.395233,100.507942,115.222939,144.234676,128.486284,151.483319,78.615098,103.478444,93.476737,103.992905,101.872949,129.158916,133.074951,123.001033,118.317847,126.552807,1,1
71.350688,77.587692,91.98446,118.338053,105.652778,98.622448,115.752518,138.828688,126.834658,149.496802,76.623458,101.103175,92.831845,103.304913,100.8045,127.632989,132.381033,121.927529,116.227997,125.93031,1,1
74.41233,79.37144,91.63091,120.939218,106.681148,99.375331,115.235207,142.022296,129.099607,151.029729,53.735843,74.198835,68.126202,87.809986,95.979143,112.372178,120.016688,120.268555,120.949374,108.775059,1,2
72.022644,78.178292,90.684944,120.676217,105.645611,99.820383,113.940186,139.753653,126.354178,149.517082,52.631486,73.067813,66.675071,87.026207,95.524691,111.243123,119.275347,119.18962,121.090028,109.204416,1,2
72.942057,77.75158,90.028463,120.218835,105.371225,98.263011,114.670453,141.697195,126.333898,150.108516,53.650389,72.002885,66.708922,86.406891,94.771751,110.939195,118.421693,118.51614,120.638557,109.372826,1,2
73.276371,77.835247,91.98545,121.225559,105.216354,100.376263,114.312461,141.611542,128.042435,150.645621,55.582326,75.469545,69.56411,90.032925,97.352987,114.29662,122.604391,121.783089,122.978608,112.185002,1,2
74.112979,79.149635,90.092637,119.008128,104.387875,98.093141,114.782518,140.058199,127.446084,149.436591,52.642556,72.877519,66.164871,85.656575,95.061976,111.722909,119.370823,118.693873,119.492134,109.431744,1,2
73.10327,79.27588,90.813659,122.371733,107.109143,100.013431,116.036871,141.326081,127.666846,151.70655,79.292048,104.643062,94.334769,105.472681,102.388681,131.220423,133.893304,123.834071,118.018917,127.499618,1,1
72.521727,78.479491,90.650581,119.965957,105.099984,100.079331,115.959039,139.923794,127.7993,151.504183,54.667179,75.163463,68.853165,88.692173,95.922672,113.141912,120.908147,121.293789,122.668698,110.507787,1,2
74.40848,78.930161,91.453955,119.609549,107.246011,100.501505,115.581474,141.572805,128.972415,151.62991,55.262465,76.318489,68.988322,88.599735,97.171376,112.830361,121.695776,121.115272,121.953625,112.383588,1,2
74.732595,78.482478,90.497905,120.092345,105.530914,98.150042,112.705496,139.868249,127.906868,151.513813,55.930049,75.70086,71.147091,90.602,98.040962,116.395298,121.796079,122.654571,123.415675,112.620146,1,2
73.637273,78.243562,89.760956,119.071646,106.054127,97.568685,114.230543,140.824049,126.854715,149.369276,77.923508,103.31738,92.799244,103.370869,101.226867,128.047176,131.836067,122.091858,115.950297,126.104055,1,1
73.718773,79.70159,93.140086,119.852842,107.051817,100.383055,114.769088,141.158342,128.593448,151.362705,76.971389,102.200499,92.447667,102.866984,100.275327,128.481786,132.370626,122.287643,116.801018,126.612081,1,1
73.62868,78.680053,91.057233,121.508694,106.316509,100.36403,115.649496,141.866454,127.473627,151.632811,55.146325,75.156406,68.103404,88.149787,95.887201,113.134524,121.345132,120.473993,121.544967,110.784565,1,2
73.148967,79.547942,92.954952,122.585409,106.765381,98.681174,116.32889,142.539103,128.430779,151.296442,78.542186,103.398572,92.317962,103.921476,100.182492,128.723415,133.276331,122.713499,116.81774,127.789181,1,1
75.198922,79.752382,91.194901,121.307235,104.921443,100.254067,115.476917,142.205195,128.431847,151.389059,52.850227,73.510372,65.72576,86.584436,94.805002,111.40343,118.186383,118.492896,119.646244,107.391665,1,2
73.281456,80.151939,90.376331,120.275578,106.453938,98.936632,117.44501,140.944772,128.138487,150.569206,80.310951,103.383868,93.352872,104.806339,101.760369,129.148152,133.034594,122.812319,116.957881,127.764507,1,1
73.825256,78.620747,91.707302,119.962511,107.078319,97.942585,115.002597,141.380586,127.804067,150.640462,79.963282,104.887907,95.307682,105.34809,104.336254,130.373323,134.514426,124.983039,119.183101,128.040074,1,1
73.840148,79.529976,91.20575,120.291117,106.021297,99.875887,115.623188,142.364173,128.394968,151.853678,54.399701,74.514688,67.968841,88.738565,97.161598,112.496039,121.377449,120.48705,121.39406,110.977112,1,2
